ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
20205,main-reef-islands,66,2,66-2,,1563
12178,kayan,105,2,105-2,,"970[15, 17]"
1581,chuuk,15,1,15-1,,329[113-123];333
16441,palau,140,3,140-3,,1672[145]
1208,nias,46,1,46-1,,1566[15-17];243[150-151]
19730,kodi,11,4,11-4,,"885[5, 10, 29-169]"
7822,isneg,63,2,63-2,,1281
4644,fijians,83,1,83-1,,1571[36-55];810
20225,main-reef-islands,63,2,63-2,,1563
12024,dusun,16,4,16-4,,1539[66-67];1527[80]
16512,tinguian,141,5,141-5,,"1312[279, 282]"
16365,kedang,140,3,140-3,,745[132]
15716,buka,9,2772,,,666[64]
16492,savu,140,1,140-1,,167[79]
20178,main-reef-islands,23,3,23-3,,1563
20180,main-reef-islands,25,1,25-1,,1563
7923,ngaju,38,0,38-0,,1290
16624,savu,141,3,141-3,,167[79]
1861,tanna,90,1,90-1,,1886
16366,kedang,141,5,141-5,,745[132]
10193,futuna-west,38,0,38-0,,1454
12480,pukapuka,106,2,106-2,,1438[219];1555[171]
20398,rotuma,94,1,94-1,,1866[281]
20393,rotuma,4,1799,,,1866[280];123
20395,rotuma,19,0,19-0,,15[109]
20396,rotuma,20,0,20-0,,14[Map 2.21]
20397,rotuma,21,0,21-0,,14[Map 2.23]
7986,ngaju,15,4,15-4,,1842[86-88]
1862,tanna,91,3,91-3,,1886
6758,rapa-nui,15,2,15-2,,1203[149]
20392,rotuma,3,198,,,1866[280];123
20394,rotuma,17,1,17-1,,1866[281]
20400,rotuma,2,1,2-1,,1866[280]
2767,simbo,81,3,81-3,,546[145]
4643,fijians,82,2,82-2,,1571[36-55];810
1842,tanna,87,2,87-2,,1886
582,trobriand-islands,37,2,37-2,,129[72-78];934
7928,ngaju,81,3,81-3,,1292[23];1291
20401,rotuma,5,-12.5,,,1866[280];2
20402,rotuma,6,177.1,,,1866[280];2
1836,tanna,81,2,81-2,,1886
15238,kosrae,105,1,105-1,,1622[129]
16401,manihiki-rakahanga,141,3,141-3,,1664[172]
20403,rotuma,7,2,7-2,,1866[280]
20404,rotuma,8,44,,,1866[280]
20405,rotuma,9,260,,,1866[280]
16402,manus-titan,140,3,140-3,,1670[237]
16403,manus-titan,141,3,141-3,,1522[174]
4631,fijians,70,0,70-0,,1574[22]
20411,rotuma,105,2,105-2,,1866[282]
20412,rotuma,106,2,106-2,,1866[282]
13873,rejang,106,1,106-1,,"1740[32, 33-34]"
20423,rotuma,70,0,70-0,,1866[281]
4262,southern-toraja,46,2,46-2,,728[134-145]
4259,southern-toraja,47,2,47-2,,728[134-145]
15710,buka,2,2,2-2,,"1640[xix, xxii]"
20430,rotuma,74,2,74-2,,1866[282]
7920,ngaju,36,1,36-1,,1290
20433,rotuma,77,2,77-2,,1866[281]
583,trobriand-islands,38,3,38-3,,129[72-78];934
3346,kalinga,7,2,7-2,,1851[732-733]
16342,chuuk,140,1,140-1,,
16651,chuuk,142,1,142-1,,1148[352]
20434,rotuma,78,2,78-2,,1866[281]
7922,ngaju,37,2,37-2,,1290[142-154]
7925,ngaju,40,3,40-3,,1290[6]
5612,kayan,40,2,40-2,,969[4-5];970[103-104]
15713,buka,6,154.6,,,1640[xxii];2
15715,buka,8,8600,,,1642[507]
10195,futuna-west,40,0,40-0,,1454[34-57]
15714,buka,7,2,7-2,,1642[507]
3165,biak,61,1,61-1,,593[58]
16367,kelabit,140,4,140-4,,1583[193]
19810,kodi,21,1,21-1,,885[49]
8527,rejang,95,2,95-2,,1741[254]
15137,niue,11,3,11-3,,"1620[38-46];1618[45, 128]"
20441,rotuma,68,0,68-0,,1864
11915,ami,84,3,84-3,,1547[262-364]
7924,ngaju,39,2,39-2,,"1290[16, 29-30]"
5886,bukidnon,7,4,7-4,,1851[732-733]
11225,dusun,39,1,39-1,,"1518[15-37, 393-398, 413-413]"
19683,casiguran-dumagat,71,3,71-3,,1856[4]
20444,rotuma,25,2,25-2,,1864
11786,southern-toraja,106,2,106-2,,706[282]
11445,dusun,44,0,44-0,,1518[70-76]
11796,dusun,50,1,50-1,,"1518[107, 124]"
11797,dusun,51,1,51-1,,1518[287-289]
11961,dusun,67,0,67-0,,"1518[87-133, 490-491]"
7907,ngaju,45,0,45-0,,1290[142-146];1293
20445,rotuma,26,2,26-2,,1864
20446,rotuma,27,0,27-0,,1864
16519,tolai,140,4,140-4,,782[335]
16520,tolai,141,3,141-3,,782[335]
8160,tinguian,11,3,11-3,,1312[359-370]
19686,casiguran-dumagat,74,2,74-2,,638
13691,tolai,10,15000,,,783[333];1763
8275,nuaulu,11,2,11-2,,"1318[17-25, 42-44]"
12267,dusun,74,2,74-2,,"1527[80, 82]"
7781,nage,40,1,40-1,,1278[195-226]
7777,nage,95,1,95-1,,"1278[47-217, 111-112, 243-268]"
16368,kiribati,140,3,140-3,,279[8]
20450,rotuma,51,0,51-0,,1864;1865
20443,rotuma,24,2,24-2,,1864
7776,nage,36,1,36-1,,"1278[47-217, 65-66, 73, 82, 111-112, 243-268]"
7927,ngaju,47,0,47-0,,1290[27-38]
6397,ifugao,14,4,14-4,,1792;1114[387]
7478,tagbanuwa,49,1,49-1,,1250[183-184]
7778,nage,37,3,37-3,,1278[243-246]
16369,kiribati,141,3,141-3,,1543[122]
15144,niue,2,1,2-1,,1618[5]
16522,tonga,141,3,141-3,,1587[338]
4283,southern-toraja,77,2,77-2,,706[281];864[154]
15803,buka,40,1,40-1,,"1640[462-543, 505]"
7465,tagbanuwa,44,1,44-1,,1250[158-159]
20442,rotuma,23,4,23-4,,1864
7906,ngaju,44,2,44-2,,1290[142-146];1293
2362,tikopia,44,0,44-0,,438[27]
226,lifou,62,1,62-1,,66[162]
498,marshall-islands,1,1856,,,1276[121-122];1151[192]
7876,nage,1,1906,,,1278[18-22];167[84]
7228,sama-dilaut,84,3,84-3,,1234[196-197]
20452,rotuma,28,3,28-3,,1864
20453,rotuma,29,3,29-3,,1864
20454,rotuma,30,3,30-3,,1864
11638,simbo,105,2,105-2,,527
10451,mota,36,2,36-2,,1590[275-276];1478[157-158]
15145,niue,5,-19.1,,,1618[5];2
15146,niue,6,-169.9,,,1618[5];2
15147,niue,7,1,7-1,,1619[471]
15151,niue,4,3837,,,1618[5];123
15152,niue,17,2,17-2,,1618[30-34]
15153,niue,19,0,19-0,,15[109]
15154,niue,20,0,20-0,,14[Map 2.21]
15155,niue,21,0,21-0,,14[Map 2.23]
15156,niue,94,1,94-1,,1618[30-34]
20461,rotuma,143,0,143-0,,1864;1865
15148,niue,8,259,,,1619[471]
15150,niue,3,419.7,,,1618[5];123
15149,niue,9,70,,,1619[471]
7584,tagbanuwa,66,1,66-1,,1250[34]
7582,tagbanuwa,64,0,64-0,,1250[34-35]
10460,mota,46,2,46-2,,1478;1590
16371,kosrae,141,3,141-3,,1622[129];1681[764]
16370,kosrae,140,3,140-3,,1622[129]
20462,rotuma,59,3,59-3,,1864;1865
20464,rotuma,61,0,61-0,,1865
524,marshall-islands,34,1,34-1,,956[60]
7959,ngaju,62,1,62-1,,1290
10461,mota,44,2,44-2,,1479[273-275]
15160,niue,61,0,61-0,,1618[128-189]
15162,niue,63,3,63-3,,
12131,bontok,105,3,105-3,,"562[84, 85]"
3261,bunun,10,16000,,,1712
10459,mota,45,1,45-1,,"1479[275, 276-277]"
7803,isneg,14,3,14-3,,1279[3-5]
10621,mota,49,1,49-1,,1479[215-216];1590[288]
10623,mota,51,1,51-1,,1479[215-216]
10626,mota,54,1,54-1,,"1590[278-279, 287-288]"
10628,mota,56,1,56-1,,1590[278-279]
10630,mota,58,0,58-0,,1590[278-279]
20474,rotuma,42,1,42-1,,1865
12184,kwaio,105,3,105-3,,1221[161]
19698,casiguran-dumagat,75,2,75-2,,1856[5]
19700,casiguran-dumagat,77,2,77-2,,1856[5]
3971,toba-batak,38,3,38-3,,1889[69-73]
16281,anuta,140,2,140-2,,1607[14]
16280,ami,140,1,140-1,,562[119]
15844,niue,30,0,30-0,,1073[96-97]
10708,mota,77,1,77-1,,1598;1496[131]
10734,mota,92,2,92-2,,1496[153-171]
535,marshall-islands,45,1,45-1,,956[247-251]
15768,buka,61,0,61-0,,1640
16556,bunun,141,3,141-3,,1581[57]
8632,rejang,81,3,81-3,,1741[75]
16374,kwaraae,140,2,140-2,,1221[162]
19734,kodi,106,2,106-2,,885[18]
16282,arosi,140,3,140-3,,1659[289]
461,marshall-islands,49,1,49-1,,1276[132]
16283,ata-tana-aai,140,2,140-2,,1588[24]
15758,buka,3,0,,,1640[xxii-xxiii]
15759,buka,4,1447,,,1640[xxii];123
8817,south_pentecost,14,3,14-3,,1344[272];1347[263]
15760,buka,17,1,17-1,,1640[xxii-xiii]
15761,buka,19,2,19-2,,1640[109]
15762,buka,20,0,20-0,,14[2.21]
15763,buka,21,0,21-0,,14[2.23]
15764,buka,94,1,94-1,,1639[131]
1580,chuuk,14,1,14-1,,337[273];333[148]
15843,niue,29,2,29-2,,1073[96-97]
8531,rejang,40,2,40-2,,574[250-252];1741
15778,buka,23,4,23-4,,1640[272]
15779,buka,24,2,24-2,,"1640[271-297, 276, 277-278, 283-284]"
15780,buka,25,1,25-1,,"1640[271-297, 281, 284]"
15781,buka,26,1,26-1,,"1640[284, 317-326, 326]"
20466,rotuma,63,4,63-4,,1865
2364,tikopia,46,0,46-0,,437[21-52]
15782,buka,27,1,27-1,,"1640[284, 317-326, 326]"
560,trobriand-islands,14,4,14-4,,1107[350]
5401,roviana,38,2,38-2,,1565[85-88]
15816,buka,55,0,55-0,,1640[475]
15817,buka,56,0,56-0,,1640[475]
529,marshall-islands,39,2,39-2,,1276[121-138];956[232-238]
10253,futuna-west,17,1,17-1,,1454[27]
534,marshall-islands,44,0,44-0,,956[247-251]
5412,roviana,44,0,44-0,,1565[82]
5414,roviana,46,0,46-0,,
561,trobriand-islands,15,2,15-2,,133[663]
15784,buka,28,2,28-2,,"1640[271-297, 276, 284-285]"
19752,kodi,63,4,63-4,,885[8-9]
15785,buka,29,3,29-3,,"1640[272, 284, 326-358]"
15786,buka,30,3,30-3,,"1640[272, 284, 326-358]"
527,marshall-islands,37,1,37-1,,1276[128]
8159,tinguian,10,20000,,,1312[238];1716[900];1313
20492,rotuma,34,1,34-1,,1865
3005,waropen,31,2,31-2,,"571[10-11, 322-324, 350]"
2998,waropen,24,3,24-3,,"571[10, 345-350]"
3004,waropen,30,1,30-1,,"571[10, 342-346 ]"
16377,laboya,141,3,141-3,,1682[446]
15180,niue,95,2,95-2,,1618[157-163]
15182,niue,38,2,38-2,,1618[157-166]
15183,niue,40,3,40-3,,1618[157-163]
3002,waropen,28,3,28-3,,"571[10, 345-346]"
15787,buka,31,3,31-3,,"1640[272-273, 284]"
3012,waropen,34,1,34-1,,571[241-242]
5156,waropen,23,1,23-1,,"571[10, 346-351]"
15789,buka,34,1,34-1,,1640[505]
7371,toabaita,11,2,11-2,,"1248[25, 82]"
5397,roviana,59,2,59-2,,"895[181, 183-184];1565[112]"
15792,buka,42,1,42-1,,1640[516-517]
10725,landdayak,42,1,42-1,,1744[264]
5556,marshall-islands,95,0,95-0,,1276[121-138]
20502,rotuma,47,0,47-0,,1865
16379,lakalai,141,3,141-3,,1560[141]
20501,rotuma,46,0,46-0,,1865
10788,landdayak,20,2,20-2,,1744[264-265];14[2.21]
10793,landdayak,94,0,94-0,,167[195]
10838,landdayak,73,3,73-3,,1550[334-335]
10839,landdayak,74,2,74-2,,167[195];1550[334-335]
16741,ulithi,142,1,142-1,,1556[359]
6633,ifaluk,10,250,,,1184[4-5]
11568,roviana,105,2,105-2,,1021[154];1565[100]
14930,anuta,37,1,37-1,,1608
14844,manihiki-rakahanga,61,0,61-0,,"1604[195-196, 205-217]"
18580,aneityum,1,1848,,,1802[21]
16516,toba-batak,141,3,141-3,,167[21]
19751,kodi,62,1,62-1,,885[1]
15794,buka,64,0,64-0,,1640[426]
15796,buka,67,0,67-0,,1640[424-432]
14932,anuta,40,1,40-1,,1608
1510,manggarai,11,4,11-4,,"320[12, 30, 49-50]"
15797,buka,68,0,68-0,,1640[426]
5403,roviana,4,1474,,,1814[23];123
5377,roviana,17,1,17-1,,"899[S56, S62]"
20478,rotuma,37,1,37-1,,1865
6637,ifaluk,14,3,14-3,,1184[193];1194
2368,tikopia,49,1,49-1,,438[41-42]
2369,tikopia,50,1,50-1,,441[333-334]
20480,rotuma,40,3,40-3,,1865
6742,rapa-nui,64,1,64-1,,1203[240-248]
6745,rapa-nui,67,0,67-0,,1203[219-248]
15800,buka,95,1,95-1,,"1640[462-543, 505]"
15801,buka,37,2,37-2,,1640[477-478]
15802,buka,38,0,38-0,,1640[462-543]
16687,manam,142,4,142-4,,48[168]
2725,simbo,34,1,34-1,,533
537,marshall-islands,47,2,47-2,,956[232-238]
16292,berawan,140,4,140-4,,167[170]
16430,ngaju,141,5,141-5,,1293[308]
2376,tikopia,57,1,57-1,,443[194]
19718,casiguran-dumagat,88,2014,,,149
16429,ngaju,140,3,140-3,,1293
15795,buka,65,2,65-2,,1640[426-432]
15798,buka,66,2,66-2,,1640[424-426]
536,marshall-islands,46,2,46-2,,956[232-238]
2085,kwaio,70,2,70-2,,388[23-24]
2377,tikopia,58,3,58-3,,445
16380,lau,140,2,140-2,,1220[100]
8466,karo,14,2,14-2,,"243[37, 40 ]"
16739,trobriand-islands,142,1,142-1,,1107[349]
15799,buka,36,1,36-1,,"1640[462-543, 524-525]"
16692,manus-titan,142,1,142-1,,1522[174]
8887,laboya,1,1983,,,"1329[xxiii, 5]"
1838,tanna,83,0,83-0,,346[52-66]
15815,buka,54,0,54-0,,1640[475]
19843,kodi,73,3,73-3,,885[273]
637,atoni,1,1904,,,"150[7, 16, 184-185]"
15821,buka,49,0,49-0,,"1640[32-81, 462-543]"
16695,marquesas,142,4,142-4,,405[190]
4096,lakalai,1,1911,,,698[162];696[119]
15823,buka,51,0,51-0,,1640[298-543]
15822,buka,50,1,50-1,,1640[64-65]
2326,tikopia,63,4,63-4,,438[51]
528,marshall-islands,38,0,38-0,,1276[121-138]
530,marshall-islands,40,2,40-2,,1276[121-138]
15826,buka,44,1,44-1,,"1640[505-506, 513]"
8068,yap,11,3,11-3,,"1298[17, 393-393, 406];1383[393]"
19844,kodi,74,2,74-2,,"885[168, 273]"
5249,simbo,95,1,95-1,,533
16697,mekeo,142,4,142-4,,1443[199]
16653,dusun,142,3,142-3,,1527[81]
15829,buka,47,0,47-0,,1640[37-40]
15828,buka,46,0,46-0,,1640[37-40]
6711,rapa-nui,8,165,,,1762[28];1203[7]
462,marshall-islands,50,1,50-1,,956[198]
7913,ngaju,64,2,64-2,,1290[90-91]
6767,rapa-nui,29,2,29-2,,"1204[54];166[265, 261];1203[172-192]"
2381,tikopia,67,2,67-2,,441[423-424]
15825,buka,39,1,39-1,,1640[462-543]
7909,ngaju,10,50000,,,1290[2]
5456,tanimbar,94,1,94-1,,735[4-7]
12113,berawan,106,2,106-2,,815[16];819[133]
2378,tikopia,64,1,64-1,,447
12205,minahasa,105,2,105-2,,1253[11]
12143,bunun,106,1,106-1,,1581[57]
1783,tanna,26,1,26-1,,348[64-65]
4380,tanimbar,7,3,7-3,,729[xii]
16410,marshall-islands,140,4,140-4,,1151[193];11[16]
546,marshall-islands,63,3,63-3,,956[230-283]
522,marshall-islands,59,2,59-2,,1276[125-126]
2729,simbo,38,0,38-0,,533;1794
9610,roti,14,3,14-3,,1409[214];674[81]
7943,ngaju,17,1,17-1,,1290[2]
5580,kayan,9,4095,,,1816[112]
5805,eastern-toraja,59,2,59-2,,994[47-54]
12479,pukapuka,105,3,105-3,,1438[219];1555[272]
4433,tanimbar,83,0,83-0,,735[8]
14997,bughotu,105,1,105-1,,1613[217]
2728,simbo,37,2,37-2,,535
14998,bughotu,106,3,106-3,,1613[217]
3167,biak,63,2,63-2,,
14911,anuta,14,4,14-4,,1731[34]
5770,eastern-toraja,1,1892,,,"1743[4, 7]"
20498,rotuma,39,2,39-2,,1864;1865
20499,rotuma,44,0,44-0,,1865
20500,rotuma,45,1,45-1,,1865
15259,kosrae,62,1,62-1,,1276[113]
13875,roti,106,2,106-2,,"1409[213, 214]"
16381,lau,141,3,141-3,,
2332,tikopia,14,4,14-4,,440[336]
20465,rotuma,62,1,62-1,,1865
4578,atayal,14,4,14-4,,1003[111];755[105-106]
4579,atayal,15,1,15-1,,752;1003[112];562[147-148]
584,trobriand-islands,39,2,39-2,,934
1497,iban,6,111.6,,,"1737[11,17]"
14771,manihiki-rakahanga,24,0,24-0,,1604[83-97]
16382,lifou,140,4,140-4,,59[287]
13137,marquesas,105,2,105-2,,405[190]
12348,gaddang-pagan,106,1,106-1,,"167[101, 102]"
189,lifou,14,3,14-3,,67
12174,kalinga,105,2,105-2,,1266[122]
1775,tanna,64,0,64-0,,1882[79]
20506,rotuma,16,4,16-4,,1864;1865
13698,tolai,15,1,15-1,,1576[55];779[7]
14775,manihiki-rakahanga,28,3,28-3,,1604[90-91]
14776,manihiki-rakahanga,29,3,29-3,,"1604[83, 158-163]"
14777,manihiki-rakahanga,30,3,30-3,,"1604[83, 158-163]"
16385,merina,141,3,141-3,,492[134]
14812,manihiki-rakahanga,38,2,38-2,,1604[215]
3169,biak,11,2,11-2,,"590[8, 10]"
7940,ngaju,87,2,87-2,,1291
2737,simbo,46,2,46-2,,533;527
3377,kalinga,37,1,37-1,,613[160-161]
15209,niue,49,1,49-1,,1618[167]
5230,kalinga,95,1,95-1,,1786[17-28];613[159-196]
3378,kalinga,38,1,38-1,,1786[17-28];613[181-183]
3401,kalinga,63,2,63-2,,"1786[17-28];613[159-196, 200]"
1778,tanna,67,2,67-2,,348[74-75]
7931,ngaju,84,3,84-3,,1837[105];1291
12221,nias,106,1,106-1,,239[195]
1782,tanna,25,2,25-2,,"348[37-44, 60-65]"
16552,buka,141,1,141-1,,1639[132]
3380,kalinga,40,2,40-2,,1786[17-18];613[182-183]
2735,simbo,44,1,44-1,,535
7370,toabaita,10,2000,,,1248
7970,ngaju,25,1,25-1,,1293
16698,mentawai,142,5,142-5,,1074[373]
3384,kalinga,44,1,44-1,,613[160]
3385,kalinga,45,2,45-2,,1786[23];613[160]
5513,kelabit,62,1,62-1,,"946[234, 268-270]"
2733,simbo,42,1,42-1,,533;535
2697,simbo,61,1,61-1,,535
3382,kalinga,42,1,42-1,,1786[20-21];613[162]
4861,fijians,1,1840,,,1783;1785;1779
8915,laboya,62,1,62-1,,1329[252]
1505,iban,11,2,11-2,,"1737[2-3,34-39]"
6890,lau,10,5500,,,1220[50]
7969,ngaju,24,2,24-2,,1837[29-33]
2745,simbo,54,1,54-1,,535[88]
2746,simbo,55,1,55-1,,535
2748,simbo,57,1,57-1,,535
7545,minahasa,61,1,61-1,,"1253[28, 108]"
7972,ngaju,27,1,27-1,,1837[29-32]
7971,ngaju,26,1,26-1,,1837[29-32];1293
14931,anuta,38,3,38-3,,1608
20505,rotuma,15,1,15-1,,1866[283]
19813,kodi,69,3,69-3,,885[168]
6489,palau,59,2,59-2,,1276[165-188]
14959,anuta,58,3,58-3,,1608;1607[14]
15054,bughotu,62,0,62-0,,1614
2602,merina,1,1820,,,"1819[iii];1821[1-2, 199-226]"
15025,bughotu,36,0,36-0,,1614
10186,futuna-west,1,1866,,,1454[ii];1455[xv-xvi]
7976,ngaju,30,1,30-1,,1837[29-32]
19605,casiguran-dumagat,24,2,24-2,,639
12230,roviana,106,3,106-3,,1021[154];1565[100]
12201,mekeo,105,3,105-3,,1415[11]
7975,ngaju,29,2,29-2,,1837[29-32];1293
3390,kalinga,50,1,50-1,,1786[20];613[181]
19607,casiguran-dumagat,26,3,26-3,,639
2699,simbo,63,4,63-4,,527
16535,ifaluk,140,1,140-1,,1184[302]
19621,casiguran-dumagat,29,3,29-3,,639
7950,ngaju,69,3,69-3,,1837[102-124];1292[132-147]
16668,kapingamarangi,142,4,142-4,,1377[109]
15108,goodenough-island,24,2,24-2,,1617[28-36]
19640,casiguran-dumagat,38,0,38-0,,638;1268
19622,casiguran-dumagat,30,1,30-1,,639
2335,tikopia,17,1,17-1,,1585[324]
7982,ngaju,78,1,78-1,,1292[16]
16536,ifaluk,141,1,141-1,,1188[383];1184[302]
7984,ngaju,80,1,80-1,,1292[14]
15110,goodenough-island,26,1,26-1,,"1617[20-21, 31]"
15111,goodenough-island,27,1,27-1,,"1617[20-21, 31]"
15207,niue,46,1,46-1,,1618[164-166]
2344,tikopia,26,1,26-1,,"444[32, 60-61]"
15115,goodenough-island,28,2,28-2,,1617[28-36]
15208,niue,47,0,47-0,,1618[157-225]
2156,motu,1,1872,,,"1216[212, 213];402"
3970,toba-batak,37,2,37-2,,1889[67-104]
5359,toba-batak,95,2,95-2,,1889[68-69]
15242,kosrae,23,4,23-4,,1621[262-263]
6816,moriori,1,1834,,,1210[39-75]
16752,bughotu,83,0,83-0,,1611
15210,niue,50,1,50-1,,1618[81]
19625,casiguran-dumagat,16,3,16-3,,638
16386,tanala,140,4,140-4,,1397[132]
19072,mussau,1,1908,,,"1832[6, 258-259];1833[110, 157-162]"
15332,anuta,81,3,81-3,,1690[31]
15244,kosrae,25,0,25-0,,1621[263]
12669,kapingamarangi,105,2,105-2,,1377[109]
12246,wogeo,106,2,106-2,,1624[381]
15248,kosrae,4,2868,,,1621[259];123
2753,simbo,67,0,67-0,,543[22];536[69-70]
15250,kosrae,19,0,19-0,,15[109]
12247,ifaluk,105,1,105-1,,"1184[125, 137]"
7311,arosi,62,1,62-1,,1244[112-114]
21172,tanna,143,0,143-0,,348[60-70]
16360,kapingamarangi,141,1,141-1,,1377[109]
15170,niue,16,4,16-4,,"1618[23-44, 128-156]"
4474,tanimbar,61,1,61-1,,730[81-83];735[82]
20417,rotuma,141,1,141-1,,1865
16750,bughotu,81,3,81-3,,1611
9996,tetum,63,4,63-4,,
15169,niue,15,1,15-1,,1618[128]
9994,tetum,61,1,61-1,,"1435[102-103, 109]"
16751,bughotu,82,2,82-2,,1611
16534,wogeo,141,5,141-5,,1624[381]
3822,nendo,1,1875,,,679[55]
15202,niue,34,1,34-1,,"1618[159, 167=168]"
3393,kalinga,64,1,64-1,,"613[84-116, 200-201]"
3394,kalinga,65,0,65-0,,"613[17-18, 84-116]"
3395,kalinga,66,1,66-1,,"613[17, 84-116]"
1121,nias,1,1865,,,"1566[1, 19];243"
1198,nias,34,1,34-1,,1566[20]
15255,kosrae,1,1824,,,1622[129];1276[104-107]
14907,anuta,105,3,105-3,,1607[14]
3361,kalinga,21,0,21-0,,613[26]
3357,kalinga,17,1,17-1,,"613[31-32, 35]"
2416,rennell,1,1933,,,"457[16, 22-23]"
20438,rotuma,65,1,65-1,,1864
20439,rotuma,66,0,66-0,,1864
8169,tinguian,17,1,17-1,,1312[236-246]
19623,casiguran-dumagat,14,4,14-4,,639
2109,marquesas,10,40000,,,1810[48-49];1811
20440,rotuma,67,2,67-2,,1865
8175,tinguian,23,4,23-4,,"1312[387, 403-404]"
5435,roviana,1,1902,,,890[23]
2706,simbo,16,2,16-2,,527
15239,kosrae,106,3,106-3,,1622[129]
2356,tikopia,37,1,37-1,,438[74-75]
2380,tikopia,66,2,66-2,,441[418-467]
19624,casiguran-dumagat,15,4,15-4,,638
15213,niue,42,1,42-1,,1618[125]
6328,wogeo,40,1,40-1,,"1093[27-28, 142];1095[330];1096[35]"
1762,tanna,11,3,11-3,,"347[35, 103-191]"
16395,mangaia,141,5,141-5,,1663[41]
20437,rotuma,64,2,64-2,,1865
16396,mangareva,140,3,140-3,,1269[133-134]
16397,mangareva,141,3,141-3,,1269[135]
16394,mangaia,140,3,140-3,,1663[41]
15222,niue,54,1,54-1,,24;1618[184-185]
3349,kalinga,1,1916,,,1786[v];613
16486,sama-dilaut,140,3,140-3,,1233[33]
3351,kalinga,11,3,11-3,,1266[122-123]
16487,sama-dilaut,141,5,141-5,,1233[33]
2342,tikopia,24,2,24-2,,444[32-77]
2862,Varisi,83,0,83-0,,1715
13010,mota,105,1,105-1,,1479[24-25]
7457,tagbanuwa,15,4,15-4,,1892
2343,tikopia,25,0,25-0,,"444[32, 60-61]"
6699,rapa-nui,36,2,36-2,,1203[316-317]
5840,eastern-toraja,82,2,82-2,,"995[7, 20]"
5841,eastern-toraja,83,1,83-1,,995[12-13]
16490,samoan,140,3,140-3,,1155[288]
10289,futuna-west,82,2,82-2,,1455[xv]
16491,samoan,141,3,141-3,,1155[288]
16461,palawan-batak,141,1,141-1,,1586[69]
393,Maohi,34,1,34-1,,122[69]
2345,tikopia,27,0,27-0,,"444[32, 60-61]"
13901,sama-dilaut,105,1,105-1,,1233[33]
16471,rejang,140,2,140-2,,1740[33]
20569,tongareva,17,2,17-2,,1867[339]
20570,tongareva,19,0,19-0,,15[109]
20571,tongareva,20,0,20-0,,14[Map 2.21]
16499,subanun,140,2,140-2,,212[245];210[57]
16518,tokelau,141,1,141-1,,1428[331]
16511,tikopia,141,3,141-3,,1585[325]
16517,tokelau,140,3,140-3,,1398[41-42]
16510,tikopia,140,3,140-3,,440[205]
16524,trobriand-islands,141,2,141-2,,1107[350]
20572,tongareva,21,0,21-0,,14[Map 2.23]
15437,goodenough-island,37,1,37-1,,"1617[120, 145-153]"
12185,kwaio,106,2,106-2,,1221[161]
10919,kwaraae,82,2,82-2,,1498[119]
16523,trobriand-islands,140,2,140-2,,938[130]
10929,kwaraae,83,1,83-1,,1498[111]
16753,bughotu,84,1,84-1,,1611
19641,casiguran-dumagat,40,2,40-2,,638
19637,casiguran-dumagat,36,0,36-0,,638;1268
19638,casiguran-dumagat,95,2,95-2,,638;1268
16542,arosi,141,3,141-3,,1659[289]
399,Maohi,40,3,40-3,,"122[56-57, 884, 907, 912]"
19639,casiguran-dumagat,37,1,37-1,,638;1268
2582,rarotonga,84,1,84-1,,472[21-22]
2097,kwaio,82,2,82-2,,388[232-233]
2098,kwaio,83,1,83-1,,"388[23-24, 234]"
12112,berawan,105,2,105-2,,815[16];819[133]
20448,rotuma,49,1,49-1,,1865
20477,rotuma,95,2,95-2,,1865
9681,mekeo,82,2,82-2,,1404[21]
20476,rotuma,36,0,36-0,,1865
2498,rennell,91,1,91-1,,396[5];456[19]
9680,mekeo,81,3,81-3,,1415[57]
2346,tikopia,28,2,28-2,,444[32-77]
14993,bughotu,10,4000,,,1611
7156,sama-dilaut,36,1,36-1,,"1243[139-182, 142, 145-146]"
16568,erromango,141,3,141-3,,348[141-146]
16611,fijians,141,3,141-3,,1574[23]
1211,nias,38,0,38-0,,1566[19-25];239[33-35]
7213,sama-dilaut,94,1,94-1,,1243[213];1234[197-198]
7221,sama-dilaut,29,3,29-3,,"1243[81, 83, 85-98, 102]"
7236,sama-dilaut,71,3,71-3,,1243[218];1234[196]
707,atoni,82,2,82-2,,"160[49, 57]"
15580,kosrae,81,3,81-3,,"1622[128, 130]"
2318,tikopia,5,-12.3,,,1585[324];2
2319,tikopia,6,168.8,,,1585[324];2
3721,iban,81,3,81-3,,1817
16620,isneg,141,3,141-3,,562[99]
2719,simbo,29,1,29-1,,538;539
15581,kosrae,82,2,82-2,,1276[104]
15582,kosrae,83,0,83-0,,1719[33-130]
2720,simbo,30,3,30-3,,539;538
10686,mota,83,0,83-0,,"1492[129-137, 136-137]"
2321,tikopia,8,4.6,,,1585[324]
2322,tikopia,9,350,,,1585[324]
2693,simbo,8,12,,,531[38]
16622,kelabit,141,1,141-1,,167[161]
2768,simbo,82,1,82-1,,546[145]
7619,minahasa,84,2,84-2,,1251[14-19];1253[102-110]
16762,bughotu,87,0,87-0,,1611;1613;1614
18157,saa,1,1896,,,1768[xv]
15852,niue,83,0,83-0,,1721[51-72]
20479,rotuma,38,2,38-2,,1864;1865
19653,casiguran-dumagat,34,1,34-1,,1338
